arm,rho,delta,seed,n,learned_mcc,learned_mcc_spearman,learned_cca,learned_mcc_band,n_band,oracle_sigma,oracle_mcc,oracle_mcc_spearman,oracle_cca,gap_mcc,gap_mcc_spearman,kl_total,kl_min,active_units,recon_nats,posterior_collapse,deterministic_ae
conditional,0.05,0.0,20,2000,0.8222570694458129,0.8202361330590304,0.990471173223741,0.5039221609432346,212,0.136962890625,0.9905002386152162,0.990232918558226,0.990469381189921,0.1682431691694033,0.1699967854991957,6.207437992095947,3.055436611175537,2,1361.58203125,False,False
conditional,0.05,0.0,21,2000,0.9293488485577523,0.9331874505468594,0.9917212083425104,,183,0.131591796875,0.991732647301289,0.991519705879923,0.9917327265342166,0.0623837987435365,0.0583322553330636,6.324496269226074,3.144223213195801,2,1366.763671875,False,False
conditional,0.05,0.0,22,2000,0.9366242984993074,0.9401903695475892,0.9885825560558598,,163,0.152587890625,0.988614774488865,0.987902309475574,0.9886053954129156,0.0519904759895576,0.0477119399279847,6.278868675231934,3.1153337955474854,2,1366.4107666015625,False,False
conditional,0.05,0.0,23,2000,0.7927832243714539,0.7903698850924683,0.9929423901871038,0.526272482738287,209,0.118408203125,0.992953977202123,0.9927065586766362,0.9929554487873484,0.2001707528306691,0.2023366735841678,6.3958916664123535,3.173710823059082,2,1364.4002685546875,False,False
conditional,0.05,0.0,24,2000,0.8259537814321561,0.8187901251975283,0.9935468583066944,,178,0.111572265625,0.9935398106349258,0.9932650223162518,0.9935373669817816,0.1675860292027696,0.1744748971187235,6.377851963043213,3.157116174697876,2,1366.8060302734375,False,False
conditional,0.2,0.0,0,2000,0.7134992170849607,0.7048675289668798,0.9947560541995528,0.5920820091418524,838,0.102783203125,0.9947346862535456,0.9946082441520572,0.9947342552320184,0.2812354691685849,0.2897407151851774,6.3093976974487305,3.1403822898864746,2,1367.9354248046875,False,False
conditional,0.2,0.0,1,2000,0.9880175494190844,0.9920467782616912,0.989788806801246,0.986250904588946,814,0.144775390625,0.9897772014136532,0.9897046244261528,0.9897671709588318,0.0017596519945689,-0.0023421538355383,6.304390907287598,3.0831260681152344,2,1366.8349609375,False,False
conditional,0.2,0.0,2,2000,0.754461864974026,0.7471110937777707,0.9921992712020864,0.6269279285128283,827,0.124755859375,0.9922198488315344,0.992147789036944,0.9922196906044876,0.2377579838575083,0.2450366952591731,6.282125473022461,3.120580673217773,2,1364.22509765625,False,False
conditional,0.2,0.0,3,2000,0.8681644452137156,0.8691843410460821,0.994185496349123,0.6767629476884999,798,0.109619140625,0.9941778179202264,0.9941298452824576,0.9941776973863988,0.1260133727065109,0.1249455042363755,6.305657386779785,3.152827262878418,2,1366.57666015625,False,False
conditional,0.2,0.0,4,2000,0.9317920370763044,0.9369586869896682,0.9895391892783972,0.7380407942345881,797,0.144775390625,0.9895123002008912,0.989374438343606,0.989510589670902,0.0577202631245867,0.0524157513539378,6.351658821105957,3.1489408016204834,2,1365.762451171875,False,False
conditional,0.2,0.0,5,2000,0.9596220254017036,0.966124549531134,0.9900094105218328,0.8044129917542986,777,0.145263671875,0.9900048155453122,0.9898423807105914,0.9900034552892556,0.0303827901436086,0.0237178311794574,6.352099418640137,3.127290964126587,2,1367.7127685546875,False,False
conditional,0.2,0.0,6,2000,0.989096091119202,0.9926003481500834,0.990755941675902,0.9311801399169466,819,0.139404296875,0.9907764512274208,0.9901720957930202,0.99077548448218,0.0016803601082188,-0.0024282523570631,6.155337333679199,3.017902374267578,2,1362.0771484375,False,False
conditional,0.2,0.0,7,2000,0.8374230533601272,0.8373679215919776,0.991499798819824,0.6039509937543518,802,0.130126953125,0.9915232267018624,0.9912249273062284,0.99152390879961,0.1541001733417351,0.1538570057142507,6.287354469299316,3.1191534996032715,2,1367.984619140625,False,False
conditional,0.2,0.0,8,2000,0.9882505572915334,0.993507125376778,0.9909171328456424,0.970468672983472,769,0.136474609375,0.9908885639158732,0.990481062120262,0.9908932881713948,0.0026380066243398,-0.0030260632565159,6.328422546386719,3.1240572929382324,2,1367.951904296875,False,False
conditional,0.2,0.0,9,2000,0.9498802891567064,0.9547915126978748,0.9919162651698415,0.7466014667933516,774,0.130126953125,0.9919585746159248,0.9915251673812882,0.991927290656866,0.0420782854592184,0.0367336546834135,6.293509006500244,3.136261463165283,2,1365.3201904296875,False,False
conditional,0.2,0.0,10,2000,0.9739422002026622,0.9792571285642786,0.991998723082696,0.8524587999539814,818,0.125244140625,0.9919769192245936,0.9918743097185738,0.9919792986912704,0.0180347190219314,0.0126171811542952,6.3235859870910645,3.1383180618286133,2,1365.5728759765625,False,False
conditional,0.2,0.0,11,2000,0.9380052859686516,0.9419845297461288,0.990884279152054,0.7465085378763294,776,0.140380859375,0.9909098085718584,0.9907818099454488,0.9909090709001998,0.0529045226032066,0.0487972801993199,6.318475723266602,3.1584529876708984,2,1362.865234375,False,False
conditional,0.2,0.0,12,2000,0.9378628978084088,0.9414792591198112,0.9923694086465238,0.7621145782538585,807,0.123291015625,0.9923501044807814,0.9921740982935208,0.9923526152324216,0.0544872066723727,0.0506948391737095,6.329420566558838,3.13588285446167,2,1366.539794921875,False,False
conditional,0.2,0.0,13,2000,0.9764987763062662,0.9802166818041668,0.9863799481057608,0.8127726688148669,788,0.166748046875,0.986345964118302,0.9858880024719968,0.9863434996912444,0.0098471878120358,0.0056713206678299,6.2583723068237305,3.123386859893799,2,1364.73388671875,False,False
conditional,0.2,0.0,14,2000,0.9875562656047806,0.9929538839884672,0.9908146558923814,0.9665869533003986,818,0.136962890625,0.990799093879637,0.9905035958758952,0.9908010368519689,0.0032428282748564,-0.002450288112572,6.26906156539917,3.134239435195923,2,1363.6082763671875,False,False
conditional,0.2,0.0,15,2000,0.8643359629357958,0.8645357011339221,0.9909051527396552,0.6505919081730471,808,0.135986328125,0.9909032841689436,0.9906633834158424,0.9909079698912509,0.1265673212331477,0.1261276822819201,6.357602119445801,3.162492513656616,2,1368.22265625,False,False
conditional,0.2,0.0,16,2000,0.9890113345656052,0.99335189558797,0.9922533603872496,0.964911419335639,817,0.124755859375,0.992244662898793,0.9921267762816904,0.9922471943404468,0.0032333283331876,-0.0012251193062796,6.294162273406982,3.134136438369751,2,1369.923095703125,False,False
